Frame,Vehicle,Speed (km/h),Overspeed
466,car,9.0,No
466,car,133.79,Yes
466,car,14.23,No
467,car,10.06,No
467,car,32.45,No
467,car,20.12,No
467,car,74.89,Yes
467,truck,4.5,No
467,car,32.76,No
467,car,31.82,No
467,car,14.23,No
467,truck,4.5,No
467,car,12.73,No
467,car,10.06,No
467,car,132.35,Yes
467,car,22.95,No
467,car,4.5,No
468,car,4.5,No
468,car,40.25,No
468,car,16.22,No
468,car,80.12,Yes
468,truck,6.36,No
468,car,28.81,No
468,car,34.27,No
468,car,16.22,No
468,truck,0.0,No
468,car,6.36,No
468,car,4.5,No
468,car,117.35,Yes
468,car,4.5,No
469,car,6.36,No
469,car,45.0,No
469,car,19.09,No
469,car,90.0,Yes
469,truck,4.5,No
469,car,32.45,No
469,car,28.81,No
469,car,20.12,No
469,car,6.36,No
469,car,4.5,No
469,car,117.35,Yes
469,car,4.5,No
469,car,4.5,No
469,truck,28.46,No
470,car,4.5,No
470,car,35.15,No
470,car,18.55,No
470,car,98.8,Yes
470,truck,4.5,No
470,car,35.15,No
470,car,32.45,No
470,car,12.73,No
470,car,16.22,No
470,car,12.73,No
470,car,106.2,Yes
470,car,13.5,No
470,car,4.5,No
470,truck,18.55,No
471,car,12.73,No
471,car,38.71,No
471,car,20.12,No
471,car,99.92,Yes
471,truck,6.36,No
471,car,38.71,No
471,car,35.15,No
471,car,26.24,No
471,car,10.06,No
471,car,6.36,No
471,car,97.35,Yes
471,car,10.06,No
471,car,14.23,No
471,bus,10.06,No
472,car,6.36,No
472,car,41.49,No
472,car,10.06,No
472,car,106.2,Yes
472,truck,9.0,No
472,car,45.0,No
472,car,25.46,No
472,car,19.09,No
472,car,10.06,No
472,car,4.5,No
472,car,86.44,Yes
472,car,9.0,No
472,car,6.36,No
472,car,10.06,No
473,car,4.5,No
473,car,41.49,No
473,car,22.5,No
473,car,121.17,Yes
473,truck,6.36,No
473,car,35.15,No
473,car,31.82,No
473,car,16.22,No
473,car,12.73,No
473,car,10.06,No
473,car,94.93,Yes
473,car,6.36,No
473,car,4.5,No
473,car,6.36,No
474,car,6.36,No
474,car,41.49,No
474,car,16.22,No
474,car,126.08,Yes
474,bus,31.5,No
474,car,42.45,No
474,car,25.46,No
474,car,19.09,No
474,car,4.5,No
474,car,4.5,No
474,car,82.61,Yes
474,car,4.5,No
474,car,10.06,No
474,car,9.0,No
475,car,4.5,No
475,car,48.67,No
475,car,22.5,No
475,car,136.05,Yes
475,bus,13.5,No
475,car,40.25,No
475,car,25.46,No
475,car,16.22,No
475,car,6.36,No
475,car,9.0,No
475,car,74.89,Yes
475,car,4.5,No
475,car,6.36,No
475,car,0.0,No
476,car,4.5,No
476,car,45.0,No
476,car,14.23,No
476,car,156.01,Yes
476,car,10.06,No
476,car,48.67,No
476,car,28.81,No
476,car,30.19,No
476,car,16.22,No
476,car,12.73,No
476,car,68.69,Yes
476,car,10.06,No
476,car,10.06,No
477,car,6.36,No
477,car,51.31,No
477,car,16.22,No
477,car,178.47,Yes
477,bus,4.5,No
477,car,51.31,No
477,car,19.09,No
477,car,28.81,No
477,car,14.23,No
477,car,6.36,No
477,car,64.9,Yes
477,car,6.36,No
477,car,4.5,No
478,car,10.06,No
478,car,52.48,No
478,car,12.73,No
478,car,186.03,Yes
478,bus,6.36,No
478,car,48.47,No
478,car,26.24,No
478,car,26.24,No
478,car,10.06,No
478,car,4.5,No
478,car,58.67,No
478,car,10.06,No
478,car,6.36,No
478,car,12.73,No
479,car,10.06,No
479,car,47.84,No
479,car,16.22,No
479,car,209.77,Yes
479,truck,27.37,No
479,car,51.31,No
479,car,22.5,No
479,car,20.12,No
479,car,13.5,No
479,car,4.5,No
479,car,61.21,Yes
479,car,12.73,No
479,car,12.73,No
479,car,20.12,No
480,car,6.36,No
480,car,61.21,Yes
480,car,14.23,No
480,car,204.04,Yes
480,truck,14.23,No
480,car,54.93,No
480,car,19.09,No
480,car,25.46,No
480,car,10.06,No
480,car,6.36,No
480,car,58.67,No
480,car,10.06,No
480,car,10.06,No
480,car,9.0,No
481,car,6.36,No
481,car,54.93,No
481,car,16.22,No
481,car,172.3,Yes
481,bus,31.82,No
481,car,64.9,Yes
481,car,16.22,No
481,car,26.24,No
481,car,16.22,No
481,car,4.5,No
481,car,57.63,No
481,car,4.5,No
481,car,10.06,No
482,car,4.5,No
482,car,67.5,Yes
482,car,12.73,No
482,car,163.06,Yes
482,bus,10.06,No
482,car,62.52,Yes
482,car,25.46,No
482,car,30.19,No
482,car,10.06,No
482,car,6.36,No
482,car,56.38,No
482,car,13.5,No
482,car,0.0,No
483,car,6.36,No
483,car,60.54,Yes
483,car,12.73,No
483,bus,4.5,No
483,car,67.5,Yes
483,car,26.24,No
483,car,22.5,No
483,car,16.22,No
483,car,9.0,No
483,car,45.0,No
483,car,14.23,No
483,car,0.0,No
483,car,9.0,No
484,car,6.36,No
484,car,67.5,Yes
484,car,14.23,No
484,truck,20.12,No
484,car,71.15,Yes
484,car,22.5,No
484,car,28.46,No
484,car,12.73,No
484,car,6.36,No
484,car,42.45,No
484,car,6.36,No
484,car,10.06,No
484,car,30.19,No
485,car,4.5,No
485,car,61.21,Yes
485,car,12.73,No
485,truck,10.06,No
485,car,71.15,Yes
485,car,25.46,No
485,car,31.82,No
485,car,14.23,No
485,car,4.5,No
485,car,46.33,No
485,car,10.06,No
485,car,16.22,No
485,car,9.0,No
485,car,4.5,No
486,car,9.0,No
486,car,73.81,Yes
486,car,16.22,No
486,truck,6.36,No
486,car,83.7,Yes
486,car,22.5,No
486,car,32.45,No
486,car,16.22,No
486,car,28.46,No
486,car,45.0,No
486,car,4.5,No
486,car,9.0,No
486,car,10.06,No
486,car,14.23,No
487,car,6.36,No
487,car,76.63,Yes
487,car,19.09,No
487,truck,4.5,No
487,car,86.56,Yes
487,car,16.22,No
487,car,38.71,No
487,car,10.06,No
487,car,10.06,No
487,car,42.45,No
487,car,6.36,No
487,car,10.06,No
487,car,16.22,No
487,car,4.5,No
488,car,6.36,No
488,truck,73.81,Yes
488,car,14.23,No
488,truck,4.5,No
488,car,96.3,Yes
488,car,10.06,No
488,car,41.49,No
488,car,10.06,No
488,car,4.5,No
488,car,38.45,No
488,car,16.22,No
488,car,4.5,No
488,car,6.36,No
488,car,0.0,No
489,car,4.5,No
489,car,80.12,Yes
489,car,12.73,No
489,truck,4.5,No
489,car,103.6,Yes
489,car,12.73,No
489,car,42.45,No
489,car,12.73,No
489,car,0.0,No
489,car,38.71,No
489,car,10.06,No
489,car,12.73,No
489,car,10.06,No
489,car,12.73,No
490,car,6.36,No
490,car,78.72,Yes
490,car,10.06,No
490,truck,10.06,No
490,car,97.35,Yes
490,car,25.46,No
490,car,30.19,No
490,car,19.09,No
490,car,4.5,No
490,car,38.71,No
490,car,18.55,No
490,car,9.0,No
490,car,9.0,No
490,car,6.36,No
491,car,10.06,No
491,car,89.32,Yes
491,car,10.06,No
491,truck,6.36,No
491,car,116.13,Yes
491,car,16.22,No
491,car,38.18,No
491,car,18.55,No
491,car,4.5,No
491,car,32.45,No
491,car,12.73,No
491,car,10.06,No
491,car,6.36,No
491,car,4.5,No
492,car,4.5,No
492,car,93.64,Yes
492,car,10.06,No
492,truck,0.0,No
492,car,119.82,Yes
492,car,16.22,No
492,car,42.45,No
492,car,16.22,No
492,car,4.5,No
492,car,32.45,No
492,car,9.0,No
492,car,9.0,No
492,car,10.06,No
492,car,4.5,No
493,car,10.06,No
493,car,87.37,Yes
493,car,19.09,No
493,truck,0.0,No
493,car,132.35,Yes
493,car,16.22,No
493,car,42.45,No
493,car,14.23,No
493,car,0.0,No
493,car,32.45,No
493,car,4.5,No
493,car,16.22,No
493,car,9.0,No
493,car,4.5,No
494,car,6.36,No
494,car,96.3,Yes
494,car,16.22,No
494,truck,9.0,No
494,car,152.27,Yes
494,car,16.22,No
494,car,52.48,No
494,car,12.73,No
494,car,4.5,No
494,car,32.45,No
494,car,4.5,No
494,car,12.73,No
494,car,6.36,No
495,car,4.5,No
495,car,112.5,Yes
495,car,6.36,No
495,truck,6.36,No
495,car,164.79,Yes
495,car,16.22,No
495,car,51.31,No
495,car,16.22,No
495,car,4.5,No
495,car,31.82,No
495,car,14.23,No
495,car,10.06,No
495,car,12.73,No
496,car,0.0,No
496,car,118.8,Yes
496,car,10.06,No
496,truck,18.55,No
496,car,184.72,Yes
496,car,16.22,No
496,car,57.63,No
496,car,19.09,No
496,car,4.5,No
496,car,30.19,No
496,car,19.09,No
496,car,10.06,No
496,car,4.5,No
497,car,13.5,No
497,car,123.57,Yes
497,car,9.0,No
497,truck,6.36,No
497,car,203.5,Yes
497,car,10.06,No
497,car,48.67,No
497,car,20.12,No
497,car,4.5,No
497,car,32.45,No
497,car,10.06,No
497,car,10.06,No
497,car,12.73,No
497,car,12.73,No
498,car,6.36,No
498,car,129.8,Yes
498,car,12.73,No
498,truck,4.5,No
498,car,208.8,Yes
498,car,20.12,No
498,car,47.84,No
498,car,12.73,No
498,car,4.5,No
498,car,28.81,No
498,car,6.36,No
498,car,12.73,No
498,car,9.0,No
498,car,10.06,No
499,car,6.36,No
499,car,99.1,Yes
499,car,12.73,No
499,truck,12.73,No
499,car,166.56,Yes
499,car,16.22,No
499,car,58.67,No
499,car,19.09,No
499,car,0.0,No
499,car,24.23,No
499,car,6.36,No
499,car,12.73,No
499,car,10.06,No
499,car,4.5,No
499,truck,10.06,No
500,car,4.5,No
500,car,87.37,Yes
500,car,10.06,No
500,car,161.12,Yes
500,car,10.06,No
500,car,70.44,Yes
500,car,26.24,No
500,car,9.0,No
500,car,22.5,No
500,car,12.73,No
500,car,12.73,No
500,car,14.23,No
500,car,12.73,No
500,truck,9.0,No
501,car,4.5,No
501,car,97.14,Yes
501,car,10.06,No
501,car,156.21,Yes
501,car,16.22,No
501,car,67.5,Yes
501,car,24.23,No
501,car,14.23,No
501,car,27.37,No
501,car,4.5,No
501,car,16.22,No
501,car,9.0,No
501,car,4.5,No
501,truck,14.23,No
502,car,6.36,No
502,car,87.37,Yes
502,car,10.06,No
502,car,12.73,No
502,car,74.89,Yes
502,car,19.09,No
502,car,6.36,No
502,car,22.5,No
502,car,0.0,No
502,car,16.22,No
502,car,4.5,No
502,car,6.36,No
502,truck,9.0,No
503,car,4.5,No
503,car,73.25,Yes
503,car,10.06,No
503,car,19.09,No
503,car,74.89,Yes
503,car,26.24,No
503,car,4.5,No
503,car,26.24,No
503,car,6.36,No
503,car,10.06,No
503,car,6.36,No
503,car,13.5,No
503,truck,0.0,No
504,car,4.5,No
504,car,129.57,Yes
504,car,16.22,No
504,car,10.06,No
504,car,86.44,Yes
504,car,28.81,No
504,car,6.36,No
504,car,28.81,No
504,car,6.36,No
504,car,16.22,No
504,car,16.22,No
504,car,6.36,No
504,truck,6.36,No
505,car,4.5,No
505,car,12.73,No
505,car,16.22,No
505,car,83.7,Yes
505,car,16.22,No
505,car,6.36,No
505,car,19.09,No
505,car,12.73,No
505,car,4.5,No
505,car,10.06,No
505,truck,9.0,No
506,car,4.5,No
506,car,6.36,No
506,car,14.23,No
506,car,79.61,Yes
506,car,26.24,No
506,car,4.5,No
506,car,20.12,No
506,car,10.06,No
506,car,10.06,No
506,car,6.36,No
506,truck,0.0,No
507,car,9.0,No
507,car,10.06,No
507,car,12.73,No
507,car,107.34,Yes
507,car,24.23,No
507,car,10.06,No
507,car,24.23,No
507,car,12.73,No
507,car,19.09,No
507,car,6.36,No
507,truck,4.5,No
508,car,4.5,No
508,car,6.36,No
508,car,10.06,No
508,car,111.14,Yes
508,car,26.24,No
508,car,22.5,No
508,car,19.09,No
508,car,12.73,No
508,car,13.5,No
508,car,9.0,No
508,truck,0.0,No
509,car,10.06,No
509,car,12.73,No
509,car,116.13,Yes
509,car,30.19,No
509,car,14.23,No
509,car,12.73,No
509,car,12.73,No
509,car,6.36,No
509,truck,6.36,No
510,car,10.06,No
510,car,12.73,No
510,car,125.11,Yes
510,car,30.19,No
510,car,16.22,No
510,car,16.22,No
510,car,13.5,No
510,car,10.06,No
510,truck,0.0,No
510,car,6.36,No
511,car,9.0,No
511,car,10.06,No
511,car,128.7,Yes
511,car,26.24,No
511,car,14.23,No
511,car,16.22,No
511,car,9.0,No
511,car,4.5,No
511,truck,4.5,No
511,car,4.5,No
512,car,10.06,No
512,car,12.73,No
512,car,151.2,Yes
512,car,31.82,No
512,car,20.12,No
512,car,16.22,No
512,car,12.73,No
512,car,6.36,No
512,truck,4.5,No
513,car,9.0,No
513,car,9.0,No
513,car,157.5,Yes
513,car,35.15,No
513,car,20.12,No
513,car,19.09,No
513,car,9.0,No
513,car,9.0,No
513,bus,4.5,No
513,car,4.5,No
513,car,4.5,No
514,car,6.36,No
514,car,12.73,No
514,car,153.26,Yes
514,car,36.28,No
514,car,26.24,No
514,car,12.73,No
514,car,12.73,No
514,car,16.22,No
514,bus,6.36,No
514,car,146.92,Yes
514,car,14.23,No
515,car,6.36,No
515,car,4.5,No
515,car,219.72,Yes
515,car,38.71,No
515,car,16.22,No
515,car,16.22,No
515,car,14.23,No
515,car,16.22,No
515,car,0.0,No
515,truck,176.42,Yes
515,car,10.06,No
516,car,14.23,No
516,car,12.73,No
516,car,229.68,Yes
516,car,36.28,No
516,car,12.73,No
516,car,16.22,No
516,car,10.06,No
516,car,10.06,No
516,bus,4.5,No
516,truck,168.91,Yes
516,car,4.5,No
517,car,10.06,No
517,truck,6.36,No
517,car,185.54,Yes
517,car,35.15,No
517,car,16.22,No
517,car,20.12,No
517,car,10.06,No
517,car,6.36,No
517,bus,0.0,No
517,truck,157.5,Yes
517,car,9.0,No
517,truck,6.36,No
518,car,10.06,No
518,car,12.73,No
518,car,215.34,Yes
518,car,38.71,No
518,car,16.22,No
518,car,20.12,No
518,car,10.06,No
518,car,6.36,No
518,car,6.36,No
518,car,134.25,Yes
518,car,10.06,No
519,car,10.06,No
519,truck,6.36,No
519,car,137.16,Yes
519,car,38.71,No
519,car,16.22,No
519,car,12.73,No
519,car,10.06,No
519,car,9.0,No
519,car,4.5,No
519,truck,134.25,Yes
519,truck,6.36,No
520,car,10.06,No
520,car,6.36,No
520,car,38.71,No
520,car,10.06,No
520,car,30.19,No
520,car,20.12,No
520,car,10.06,No
520,car,6.36,No
520,car,134.25,Yes
520,car,14.23,No
520,car,6.36,No
521,car,6.36,No
521,car,10.06,No
521,car,48.67,No
521,car,14.23,No
521,car,19.09,No
521,car,12.73,No
521,car,4.5,No
521,car,10.06,No
521,truck,118.12,Yes
521,truck,4.5,No
521,car,14.23,No
522,car,6.36,No
522,car,16.22,No
522,car,60.54,Yes
522,car,18.55,No
522,car,22.5,No
522,car,19.09,No
522,car,6.36,No
522,truck,0.0,No
522,truck,112.5,Yes
522,car,9.0,No
522,car,4.5,No
523,car,10.06,No
523,car,6.36,No
523,car,52.48,No
523,car,12.73,No
523,car,19.09,No
523,car,9.0,No
523,car,6.36,No
523,car,10.06,No
523,car,102.62,Yes
523,car,0.0,No
523,truck,90.0,Yes
523,car,6.36,No
524,car,10.06,No
524,car,10.06,No
524,car,48.67,No
524,car,14.23,No
524,car,20.12,No
524,car,19.09,No
524,car,9.0,No
524,bus,4.5,No
524,car,90.0,Yes
524,car,6.36,No
524,truck,99.1,Yes
524,car,4.5,No
524,car,9.0,No
525,car,6.36,No
525,car,12.73,No
525,car,51.31,No
525,car,9.0,No
525,car,20.12,No
525,car,14.23,No
525,car,16.22,No
525,bus,6.36,No
525,car,85.97,Yes
525,car,0.0,No
525,truck,92.77,Yes
525,car,6.36,No
525,car,4.5,No
526,car,6.36,No
526,car,16.22,No
526,car,64.43,Yes
526,car,12.73,No
526,car,19.09,No
526,car,13.5,No
526,car,10.06,No
526,bus,4.5,No
526,truck,90.0,Yes
526,car,4.5,No
526,car,10.06,No
526,car,103.6,Yes
527,car,14.23,No
527,car,6.36,No
527,car,54.19,No
527,car,16.22,No
527,car,19.09,No
527,car,14.23,No
527,car,12.73,No
527,bus,6.36,No
527,truck,90.0,Yes
527,car,10.06,No
527,car,10.06,No
527,car,172.24,Yes
528,car,4.5,No
528,car,10.06,No
528,car,67.5,Yes
528,car,10.06,No
528,car,22.5,No
528,car,9.0,No
528,car,10.06,No
528,bus,0.0,No
528,truck,76.63,Yes
528,car,6.36,No
528,car,0.0,No
528,car,213.22,Yes
529,car,6.36,No
529,car,6.36,No
529,car,68.69,Yes
529,car,10.06,No
529,car,32.45,No
529,car,18.55,No
529,car,14.23,No
529,truck,6.36,No
529,truck,73.25,Yes
529,car,9.0,No
529,car,6.36,No
530,car,9.0,No
530,car,14.23,No
530,car,77.42,Yes
530,car,10.06,No
530,car,28.81,No
530,car,14.23,No
530,car,12.73,No
530,truck,9.0,No
530,truck,80.12,Yes
530,car,0.0,No
530,car,4.5,No
531,car,14.23,No
531,car,6.36,No
531,car,92.77,Yes
531,car,10.06,No
531,car,28.81,No
531,car,19.09,No
531,car,16.22,No
531,truck,6.36,No
531,truck,71.15,Yes
531,car,0.0,No
531,car,4.5,No
531,car,131.43,Yes
531,car,63.96,Yes
532,car,0.0,No
532,car,14.23,No
532,car,82.61,Yes
532,car,10.06,No
532,car,26.24,No
532,car,16.22,No
532,car,14.23,No
532,truck,6.36,No
532,truck,54.19,No
532,car,4.5,No
532,car,10.06,No
532,car,166.01,Yes
532,car,58.67,No
533,car,6.36,No
533,car,9.0,No
533,car,78.72,Yes
533,car,10.06,No
533,car,31.82,No
533,car,10.06,No
533,car,6.36,No
533,bus,4.5,No
533,truck,58.67,No
533,car,9.0,No
533,truck,14.23,No
533,car,157.5,Yes
534,car,10.06,No
534,car,10.06,No
534,car,92.77,Yes
534,car,13.5,No
534,car,28.81,No
534,car,20.12,No
534,car,10.06,No
534,bus,6.36,No
534,truck,60.54,Yes
534,car,10.06,No
534,car,10.06,No
534,car,146.02,Yes
534,car,4.5,No
535,car,4.5,No
535,car,9.0,No
535,car,104.96,Yes
535,car,16.22,No
535,car,28.81,No
535,car,16.22,No
535,car,4.5,No
535,bus,6.36,No
535,truck,54.93,No
535,car,13.5,No
535,car,18.0,No
535,car,117.35,Yes
535,car,0.0,No
536,car,9.0,No
536,car,6.36,No
536,car,112.5,Yes
536,car,10.06,No
536,car,28.81,No
536,car,14.23,No
536,car,14.23,No
536,bus,4.5,No
536,truck,54.19,No
536,car,9.0,No
536,car,4.5,No
536,car,117.35,Yes
536,car,0.0,No
537,car,9.0,No
537,car,4.5,No
537,car,121.58,Yes
537,car,10.06,No
537,car,32.45,No
537,car,26.24,No
537,car,16.22,No
537,bus,6.36,No
537,truck,60.54,Yes
537,car,4.5,No
537,car,13.5,No
537,car,111.14,Yes
537,car,0.0,No
537,car,41.49,No
538,car,6.36,No
538,car,4.5,No
538,car,128.7,Yes
538,car,14.23,No
538,car,38.18,No
538,car,18.55,No
538,car,10.06,No
538,bus,4.5,No
538,car,51.31,No
538,car,4.5,No
538,car,4.5,No
538,car,91.12,Yes
538,car,0.0,No
538,truck,54.93,No
539,car,4.5,No
539,car,138.63,Yes
539,car,10.06,No
539,car,32.45,No
539,car,19.09,No
539,car,16.22,No
539,bus,0.0,No
539,truck,41.49,No
539,car,0.0,No
539,car,6.36,No
539,car,90.0,Yes
539,car,6.36,No
539,car,41.49,No
540,car,12.73,No
540,car,160.24,Yes
540,car,12.73,No
540,car,38.71,No
540,car,10.06,No
540,car,16.22,No
540,bus,4.5,No
540,car,4.5,No
540,car,0.0,No
540,car,78.59,Yes
540,car,6.36,No
541,car,4.5,No
541,car,153.92,Yes
541,car,6.36,No
541,car,35.15,No
541,car,18.55,No
541,car,16.22,No
541,bus,9.0,No
541,car,0.0,No
541,car,6.36,No
541,car,73.81,Yes
541,car,0.0,No
542,car,6.36,No
542,car,163.06,Yes
542,car,10.06,No
542,car,45.0,No
542,car,18.55,No
542,car,14.23,No
542,bus,6.36,No
542,car,6.36,No
542,car,6.36,No
542,car,77.42,Yes
542,car,4.5,No
542,truck,44.55,No
543,car,6.36,No
543,car,222.28,Yes
543,car,9.0,No
543,car,38.71,No
543,car,20.12,No
543,car,16.22,No
543,bus,0.0,No
543,car,0.0,No
543,car,0.0,No
543,car,66.44,Yes
543,car,6.36,No
543,truck,38.18,No
544,car,6.36,No
544,car,210.11,Yes
544,car,6.36,No
544,car,45.0,No
544,car,22.95,No
544,car,16.22,No
544,bus,4.5,No
544,car,4.5,No
544,car,10.06,No
544,car,72.56,Yes
544,car,6.36,No
544,car,38.18,No
545,car,9.0,No
545,car,168.49,Yes
545,car,6.36,No
545,car,47.84,No
545,car,16.22,No
545,car,14.23,No
545,bus,6.36,No
545,car,10.06,No
545,car,4.5,No
545,car,58.67,No
545,car,4.5,No
546,car,6.36,No
546,car,231.65,Yes
546,car,6.36,No
546,car,45.0,No
546,car,18.55,No
546,car,16.22,No
546,bus,0.0,No
546,car,6.36,No
546,car,6.36,No
546,car,57.63,No
546,car,6.36,No
547,car,6.36,No
547,car,6.36,No
547,car,51.31,No
547,car,22.5,No
547,car,22.95,No
547,bus,10.06,No
547,car,4.5,No
547,car,12.73,No
547,car,48.67,No
547,car,10.06,No
547,truck,32.45,No
548,car,4.5,No
548,car,10.06,No
548,car,51.31,No
548,car,22.5,No
548,car,16.22,No
548,bus,9.0,No
548,car,0.0,No
548,car,12.73,No
548,car,48.67,No
548,car,0.0,No
548,truck,41.49,No
549,car,6.36,No
549,car,6.36,No
549,car,54.19,No
549,car,22.5,No
549,car,16.22,No
549,bus,4.5,No
549,car,0.0,No
549,car,13.5,No
549,car,46.33,No
549,car,0.0,No
549,truck,38.18,No
550,car,10.06,No
550,car,6.36,No
550,car,54.19,No
550,car,24.23,No
550,car,19.09,No
550,bus,4.5,No
550,car,4.5,No
550,car,10.06,No
550,car,42.45,No
550,car,0.0,No
550,truck,32.45,No
551,car,4.5,No
551,car,10.06,No
551,car,57.63,No
551,car,24.23,No
551,car,26.24,No
551,bus,4.5,No
551,car,6.36,No
551,car,10.06,No
551,car,48.67,No
551,car,4.5,No
551,car,26.24,No
552,car,10.06,No
552,car,16.22,No
552,car,76.63,Yes
552,car,18.55,No
552,car,16.22,No
552,bus,9.0,No
552,car,0.0,No
552,car,6.36,No
552,car,45.0,No
552,car,6.36,No
552,car,31.82,No
552,truck,31.82,No
553,car,6.36,No
553,car,6.36,No
553,car,63.96,Yes
553,car,22.5,No
553,car,19.09,No
553,bus,6.36,No
553,car,6.36,No
553,car,12.73,No
553,car,45.0,No
553,car,4.5,No
553,car,28.81,No
553,car,4.5,No
554,car,4.5,No
554,car,10.06,No
554,car,67.5,Yes
554,car,26.24,No
554,car,20.12,No
554,bus,4.5,No
554,car,0.0,No
554,car,6.36,No
554,car,36.28,No
554,car,0.0,No
554,truck,35.15,No
554,car,6.36,No
555,car,6.36,No
555,car,6.36,No
555,car,77.42,Yes
555,car,18.55,No
555,car,26.24,No
555,bus,6.36,No
555,car,4.5,No
555,car,10.06,No
555,car,36.28,No
555,car,4.5,No
555,car,22.5,No
555,car,4.5,No
555,truck,30.19,No
556,car,6.36,No
556,car,0.0,No
556,car,82.98,Yes
556,car,22.95,No
556,car,24.23,No
556,bus,6.36,No
556,car,6.36,No
556,car,6.36,No
556,car,32.45,No
556,car,4.5,No
556,car,28.81,No
556,car,10.06,No
556,truck,28.81,No
557,car,6.36,No
557,car,10.06,No
557,car,85.97,Yes
557,car,26.24,No
557,car,22.5,No
557,bus,4.5,No
557,car,0.0,No
557,car,4.5,No
557,car,36.28,No
557,car,4.5,No
557,car,28.81,No
557,car,14.23,No
557,truck,32.45,No
558,car,6.36,No
558,car,9.0,No
558,car,76.63,Yes
558,car,26.24,No
558,car,26.24,No
558,bus,6.36,No
558,car,4.5,No
558,car,6.36,No
558,car,28.81,No
558,car,0.0,No
558,car,26.24,No
558,car,9.0,No
558,truck,25.46,No
559,car,4.5,No
559,car,4.5,No
559,car,96.3,Yes
559,car,26.24,No
559,car,22.5,No
559,bus,10.06,No
559,car,4.5,No
559,car,10.06,No
559,car,32.45,No
559,car,4.5,No
559,car,22.5,No
559,car,12.73,No
559,truck,28.81,No
559,bus,4.5,No
560,car,4.5,No
560,car,9.0,No
560,car,105.44,Yes
560,car,30.19,No
560,car,35.15,No
560,bus,6.36,No
560,car,4.5,No
560,car,10.06,No
560,car,30.19,No
560,car,6.36,No
560,car,9.0,No
560,bus,6.36,No
561,car,10.06,No
561,car,10.06,No
561,car,112.5,Yes
561,car,32.45,No
561,car,28.46,No
561,bus,9.0,No
561,car,6.36,No
561,car,12.73,No
561,car,28.81,No
561,car,0.0,No
561,car,10.06,No
561,bus,9.0,No
562,car,6.36,No
562,car,10.06,No
562,car,130.5,Yes
562,car,24.23,No
562,car,22.95,No
562,bus,6.36,No
562,car,0.0,No
562,car,14.23,No
562,car,26.24,No
562,truck,19.09,No
562,car,10.06,No
562,bus,9.0,No
562,car,26.24,No
563,car,4.5,No
563,car,4.5,No
563,car,127.91,Yes
563,car,32.76,No
563,car,28.81,No
563,bus,4.5,No
563,car,9.0,No
563,car,22.5,No
563,truck,26.24,No
563,car,4.5,No
563,bus,0.0,No
563,car,22.5,No
564,car,4.5,No
564,car,10.06,No
564,car,131.43,Yes
564,car,30.19,No
564,car,28.81,No
564,bus,6.36,No
564,car,6.36,No
564,car,32.45,No
564,truck,10.06,No
564,car,9.0,No
564,bus,4.5,No
564,car,19.09,No
565,car,4.5,No
565,car,9.0,No
565,car,153.26,Yes
565,car,22.5,No
565,car,36.28,No
565,bus,9.0,No
565,car,10.06,No
565,car,24.23,No
565,car,10.06,No
565,bus,6.36,No
565,car,22.5,No
566,car,6.36,No
566,car,6.36,No
566,car,162.31,Yes
566,car,32.45,No
566,car,32.45,No
566,truck,0.0,No
566,car,6.36,No
566,car,26.24,No
566,car,10.06,No
566,bus,16.22,No
566,car,20.12,No
567,car,10.06,No
567,car,9.0,No
567,car,149.86,Yes
567,car,28.46,No
567,car,38.71,No
567,bus,6.36,No
567,car,10.06,No
567,car,20.12,No
567,car,6.36,No
567,bus,14.23,No
567,car,19.09,No
568,car,4.5,No
568,car,4.5,No
568,car,229.68,Yes
568,car,38.71,No
568,car,36.28,No
568,bus,6.36,No
568,car,16.22,No
568,car,20.12,No
568,car,10.06,No
568,bus,4.5,No
568,car,22.5,No
569,car,10.06,No
569,car,10.06,No
569,car,257.92,Yes
569,car,36.28,No
569,car,38.71,No
569,bus,0.0,No
569,car,12.73,No
569,car,25.46,No
569,car,6.36,No
569,bus,6.36,No
569,car,16.22,No
569,truck,4.5,No
570,car,4.5,No
570,car,4.5,No
570,car,182.07,Yes
570,car,32.76,No
570,car,38.71,No
570,bus,6.36,No
570,car,12.73,No
570,car,24.23,No
570,car,4.5,No
570,bus,6.36,No
570,car,19.09,No
570,truck,4.5,No
571,car,4.5,No
571,car,6.36,No
571,car,151.2,Yes
571,car,34.27,No
571,car,36.28,No
571,bus,6.36,No
571,car,12.73,No
571,car,19.09,No
571,car,19.09,No
571,bus,4.5,No
571,car,22.5,No
571,truck,10.06,No
572,car,0.0,No
572,car,12.73,No
572,car,178.47,Yes
572,car,42.45,No
572,car,38.71,No
572,bus,12.73,No
572,car,14.23,No
572,car,22.5,No
572,car,9.0,No
572,bus,4.5,No
572,car,22.5,No
572,truck,10.06,No
573,car,9.0,No
573,car,4.5,No
573,car,32.45,No
573,car,51.31,No
573,truck,4.5,No
573,car,6.36,No
573,car,14.23,No
573,car,13.5,No
573,bus,6.36,No
573,car,19.09,No
573,bus,10.06,No
574,car,10.06,No
574,car,6.36,No
574,car,34.27,No
574,car,46.33,No
574,bus,4.5,No
574,car,6.36,No
574,car,16.22,No
574,car,6.36,No
574,bus,4.5,No
574,car,19.09,No
575,car,12.73,No
575,car,6.36,No
575,car,40.25,No
