Frame,Vehicle,Speed (km/h),Overspeed
2,car,14.23,No
2,car,28.46,No
2,car,22.5,No
2,truck,13.5,No
2,car,9.0,No
2,car,41.49,No
2,car,0.0,No
2,car,4.5,No
3,car,16.22,No
3,car,25.46,No
3,car,28.46,No
3,truck,24.23,No
3,car,19.09,No
3,car,56.92,No
3,car,0.0,No
3,car,13.5,No
4,car,10.06,No
4,car,36.28,No
4,car,34.27,No
4,truck,24.23,No
4,car,14.23,No
4,car,52.48,No
4,car,4.5,No
4,car,14.23,No
5,car,16.22,No
5,car,35.15,No
5,car,38.18,No
5,truck,24.23,No
5,car,12.73,No
5,car,0.0,No
5,car,9.0,No
6,car,28.81,No
6,car,44.32,No
6,car,36.28,No
6,truck,26.24,No
6,car,10.06,No
6,car,0.0,No
6,car,13.5,No
7,car,20.12,No
7,car,35.15,No
7,car,22.5,No
7,truck,19.09,No
7,car,14.23,No
7,car,6.36,No
7,car,9.0,No
8,car,20.12,No
8,car,25.46,No
8,car,24.23,No
8,truck,20.12,No
8,car,14.23,No
8,car,6.36,No
8,car,6.36,No
9,car,16.22,No
9,car,25.46,No
9,car,30.19,No
9,truck,18.55,No
9,car,12.73,No
9,car,6.36,No
9,car,18.55,No
10,car,12.73,No
10,car,24.23,No
10,car,26.24,No
10,truck,26.24,No
10,car,14.23,No
10,car,0.0,No
10,car,6.36,No
10,car,73.25,Yes
11,car,16.22,No
11,car,22.5,No
11,car,26.24,No
11,truck,22.5,No
11,car,10.06,No
11,car,10.06,No
11,car,84.91,Yes
12,car,9.0,No
12,car,26.24,No
12,car,26.24,No
12,truck,30.19,No
12,car,12.73,No
12,car,16.22,No
12,car,154.97,Yes
12,bus,4.5,No
13,car,12.73,No
13,car,19.09,No
13,car,20.12,No
13,truck,20.12,No
13,car,22.5,No
13,car,0.0,No
13,car,156.21,Yes
13,bus,9.0,No
14,car,6.36,No
14,car,20.12,No
14,car,26.24,No
14,truck,32.45,No
14,car,16.22,No
14,car,6.36,No
14,bus,6.36,No
14,car,14.23,No
15,car,12.73,No
15,car,24.23,No
15,car,22.5,No
15,truck,26.24,No
15,car,10.06,No
15,car,6.36,No
15,bus,6.36,No
15,car,10.06,No
15,car,92.77,Yes
16,car,20.12,No
16,car,22.5,No
16,car,24.23,No
16,truck,20.12,No
16,car,16.22,No
16,car,4.5,No
16,bus,0.0,No
16,car,0.0,No
16,car,129.8,Yes
16,car,102.62,Yes
17,car,12.73,No
17,car,28.81,No
17,car,26.24,No
17,truck,26.24,No
17,car,16.22,No
17,car,14.23,No
17,truck,4.5,No
17,car,0.0,No
17,car,185.32,Yes
17,car,118.12,Yes
17,car,0.0,No
17,car,6.36,No
18,car,12.73,No
18,car,25.46,No
18,car,20.12,No
18,truck,24.23,No
18,car,12.73,No
18,car,6.36,No
18,bus,0.0,No
18,car,4.5,No
18,car,188.41,Yes
18,car,118.8,Yes
18,car,4.5,No
18,car,4.5,No
19,car,10.06,No
19,car,16.22,No
19,car,20.12,No
19,truck,24.23,No
19,car,16.22,No
19,car,9.0,No
19,bus,0.0,No
19,car,6.36,No
19,car,152.27,Yes
19,car,111.14,Yes
19,car,6.36,No
19,car,4.5,No
20,car,14.23,No
20,car,12.73,No
20,car,20.12,No
20,truck,24.23,No
20,car,10.06,No
20,car,16.22,No
20,truck,4.5,No
20,car,4.5,No
20,car,162.25,Yes
20,car,94.93,Yes
20,car,4.5,No
20,car,0.0,No
21,car,10.06,No
21,car,19.09,No
21,car,26.24,No
21,truck,34.27,No
21,car,10.06,No
21,car,6.36,No
21,truck,0.0,No
21,car,6.36,No
21,car,140.58,Yes
21,car,99.92,Yes
21,car,4.5,No
21,car,0.0,No
22,car,12.73,No
22,car,20.12,No
22,car,10.06,No
22,truck,28.81,No
22,car,19.09,No
22,car,4.5,No
22,truck,4.5,No
22,car,4.5,No
22,car,144.07,Yes
22,car,99.92,Yes
22,car,0.0,No
23,car,9.0,No
23,car,19.09,No
23,car,16.22,No
23,truck,30.19,No
23,car,22.5,No
23,car,6.36,No
23,truck,4.5,No
23,car,10.06,No
23,car,131.43,Yes
23,car,88.75,Yes
23,car,4.5,No
24,car,12.73,No
24,car,18.0,No
24,car,22.5,No
24,truck,30.19,No
24,car,19.09,No
24,car,6.36,No
24,truck,4.5,No
24,car,6.36,No
24,car,118.12,Yes
24,car,77.42,Yes
24,car,14.23,No
25,car,10.06,No
25,car,14.23,No
25,car,16.22,No
25,truck,26.24,No
25,car,14.23,No
25,car,6.36,No
25,truck,4.5,No
25,car,4.5,No
25,truck,118.12,Yes
25,car,80.5,Yes
25,car,6.36,No
26,car,12.73,No
26,car,22.5,No
26,car,20.12,No
26,truck,30.19,No
26,car,16.22,No
26,car,4.5,No
26,truck,4.5,No
26,car,13.5,No
26,car,111.78,Yes
26,car,74.89,Yes
26,car,4.5,No
27,car,12.73,No
27,car,16.22,No
27,car,16.22,No
27,truck,34.27,No
27,car,12.73,No
27,car,6.36,No
27,truck,9.0,No
27,car,10.06,No
27,car,99.1,Yes
27,car,67.5,Yes
27,car,4.5,No
28,car,6.36,No
28,car,10.06,No
28,car,20.12,No
28,truck,28.46,No
28,car,12.73,No
28,car,10.06,No
28,car,4.5,No
28,car,114.73,Yes
28,car,58.67,No
28,car,0.0,No
29,car,9.0,No
29,car,16.22,No
29,car,20.12,No
29,truck,36.28,No
29,car,22.5,No
29,car,0.0,No
29,car,4.5,No
29,car,80.12,Yes
29,car,58.67,No
29,car,0.0,No
30,car,14.23,No
30,car,20.12,No
30,car,16.22,No
30,truck,28.81,No
30,car,16.22,No
30,car,9.0,No
30,car,10.06,No
30,car,77.42,Yes
30,car,57.63,No
31,car,12.73,No
31,car,10.06,No
31,car,16.22,No
31,truck,36.28,No
31,car,19.09,No
31,car,9.0,No
31,car,10.06,No
31,car,74.89,Yes
31,car,52.48,No
32,car,16.22,No
32,car,20.12,No
32,car,19.09,No
32,truck,40.25,No
32,car,19.09,No
32,car,10.06,No
32,car,6.36,No
32,car,79.61,Yes
32,car,46.33,No
33,car,9.0,No
33,car,14.23,No
33,car,20.12,No
33,truck,37.11,No
33,car,22.5,No
33,car,4.5,No
33,car,73.81,Yes
33,car,52.48,No
34,car,10.06,No
34,car,10.06,No
34,car,12.73,No
34,truck,38.71,No
34,car,14.23,No
34,car,6.36,No
34,car,71.15,Yes
34,car,54.93,No
34,car,4.5,No
35,car,9.0,No
35,car,12.73,No
35,car,9.0,No
35,truck,38.45,No
35,car,22.5,No
35,car,4.5,No
35,car,66.9,Yes
35,car,45.0,No
35,car,6.36,No
36,car,9.0,No
36,car,16.22,No
36,car,20.12,No
36,truck,38.45,No
36,car,19.09,No
36,car,6.36,No
36,car,60.54,Yes
36,car,45.0,No
36,car,4.5,No
37,car,10.06,No
37,car,10.06,No
37,car,12.73,No
37,truck,36.28,No
37,car,22.5,No
37,car,4.5,No
37,car,63.96,Yes
37,car,40.25,No
37,car,6.36,No
38,car,10.06,No
38,car,14.23,No
38,car,10.06,No
38,truck,36.28,No
38,car,16.22,No
38,car,4.5,No
38,car,61.21,Yes
38,car,42.45,No
38,car,6.36,No
39,car,6.36,No
39,car,10.06,No
39,car,12.73,No
39,truck,44.32,No
39,car,22.5,No
39,car,4.5,No
39,car,54.19,No
39,car,32.45,No
39,car,0.0,No
40,car,6.36,No
40,car,16.22,No
40,car,14.23,No
40,truck,41.49,No
40,car,22.5,No
40,car,10.06,No
40,car,51.31,No
40,car,41.49,No
40,car,4.5,No
41,car,10.06,No
41,car,10.06,No
41,car,10.06,No
41,truck,45.0,No
41,car,19.09,No
41,car,4.5,No
41,car,54.19,No
41,car,36.28,No
41,car,10.06,No
41,car,6.36,No
42,car,6.36,No
42,car,9.0,No
42,car,14.23,No
42,truck,48.47,No
42,car,22.5,No
42,car,10.06,No
42,car,47.84,No
42,car,34.27,No
42,car,9.0,No
42,car,4.5,No
42,car,10.06,No
43,car,4.5,No
43,car,6.36,No
43,car,12.73,No
43,truck,46.33,No
43,car,28.81,No
43,car,10.06,No
43,car,47.84,No
43,car,32.45,No
43,car,4.5,No
43,car,4.5,No
43,car,9.0,No
44,car,10.06,No
44,car,4.5,No
44,car,16.22,No
44,truck,48.47,No
44,car,25.46,No
44,car,10.06,No
44,car,42.45,No
44,car,30.19,No
44,car,9.0,No
44,car,10.06,No
44,car,22.5,No
45,car,4.5,No
45,car,12.73,No
45,car,16.22,No
45,truck,44.32,No
45,car,26.24,No
45,car,6.36,No
45,car,44.55,No
45,car,32.45,No
45,car,6.36,No
45,car,10.06,No
45,car,10.06,No
46,car,6.36,No
46,car,16.22,No
46,car,16.22,No
46,truck,60.04,Yes
46,car,22.5,No
46,car,4.5,No
46,car,45.0,No
46,car,32.45,No
46,car,6.36,No
46,car,9.0,No
47,car,10.06,No
47,car,14.23,No
47,car,14.23,No
47,truck,61.21,Yes
47,car,28.81,No
47,car,6.36,No
47,car,35.15,No
47,car,28.81,No
47,car,10.06,No
47,car,6.36,No
48,car,10.06,No
48,car,10.06,No
48,car,10.06,No
48,truck,42.45,No
48,car,25.46,No
48,car,10.06,No
48,car,41.49,No
48,car,26.24,No
48,car,6.36,No
48,car,6.36,No
49,car,6.36,No
49,car,9.0,No
49,car,16.22,No
49,truck,31.82,No
49,car,30.19,No
49,car,6.36,No
49,car,35.15,No
49,car,28.81,No
49,car,4.5,No
49,car,10.06,No
50,car,10.06,No
50,car,9.0,No
50,car,10.06,No
50,truck,22.5,No
50,car,28.81,No
50,car,4.5,No
50,car,38.71,No
50,car,25.46,No
50,car,0.0,No
50,car,4.5,No
51,car,4.5,No
51,car,13.5,No
51,car,9.0,No
51,truck,20.12,No
51,car,31.82,No
51,car,6.36,No
51,car,38.71,No
51,car,26.24,No
51,car,0.0,No
52,car,4.5,No
52,car,12.73,No
52,car,12.73,No
52,truck,20.12,No
52,car,32.45,No
52,car,6.36,No
52,car,32.45,No
52,car,28.81,No
52,car,10.06,No
52,car,10.06,No
53,car,10.06,No
53,car,10.06,No
53,car,6.36,No
53,truck,36.28,No
53,car,28.81,No
53,car,6.36,No
53,car,35.15,No
53,car,20.12,No
53,car,10.06,No
53,car,6.36,No
54,car,6.36,No
54,car,10.06,No
54,car,10.06,No
54,truck,27.37,No
54,car,35.15,No
54,car,9.0,No
54,car,32.45,No
54,car,30.19,No
54,car,10.06,No
54,car,6.36,No
55,car,10.06,No
55,car,6.36,No
55,car,16.22,No
55,truck,32.76,No
55,car,35.15,No
55,car,10.06,No
55,car,32.45,No
55,car,20.12,No
55,car,14.23,No
55,car,6.36,No
55,car,6.36,No
56,car,10.06,No
56,car,6.36,No
56,car,10.06,No
56,truck,30.19,No
56,car,32.45,No
56,car,10.06,No
56,car,25.46,No
56,car,20.12,No
56,car,24.23,No
56,car,13.5,No
56,car,10.06,No
57,car,6.36,No
57,car,10.06,No
57,car,10.06,No
57,truck,32.76,No
57,car,38.71,No
57,car,12.73,No
57,car,32.45,No
57,car,14.23,No
57,car,9.0,No
57,car,6.36,No
57,car,4.5,No
58,car,6.36,No
58,car,9.0,No
58,car,4.5,No
58,truck,28.81,No
58,car,35.15,No
58,car,9.0,No
58,car,28.81,No
58,car,22.5,No
58,car,9.0,No
58,car,9.0,No
58,car,30.19,No
59,car,4.5,No
59,car,6.36,No
59,car,10.06,No
59,truck,30.19,No
59,car,41.49,No
59,car,4.5,No
59,car,28.81,No
59,car,22.5,No
59,car,27.0,No
59,car,6.36,No
59,car,20.12,No
59,car,4.5,No
60,car,14.23,No
60,car,9.0,No
60,car,12.73,No
60,truck,32.45,No
60,car,41.49,No
60,car,4.5,No
60,car,24.23,No
60,car,22.5,No
60,car,6.36,No
60,car,4.5,No
60,car,13.5,No
61,car,0.0,No
61,car,12.73,No
61,car,12.73,No
61,truck,22.95,No
61,car,38.71,No
61,car,6.36,No
61,car,25.46,No
61,car,26.24,No
61,car,10.06,No
61,car,18.55,No
61,car,10.06,No
62,car,10.06,No
62,car,4.5,No
62,car,14.23,No
62,truck,31.82,No
62,car,38.18,No
62,car,9.0,No
62,car,25.46,No
62,car,12.73,No
62,car,14.23,No
62,car,4.5,No
62,car,4.5,No
63,car,4.5,No
63,car,12.73,No
63,car,6.36,No
63,truck,31.82,No
63,car,38.71,No
63,car,12.73,No
63,car,22.5,No
63,car,22.95,No
63,car,4.5,No
63,car,22.5,No
63,car,0.0,No
64,car,6.36,No
64,car,4.5,No
64,car,10.06,No
64,truck,32.45,No
64,car,54.93,No
64,car,6.36,No
64,car,22.5,No
64,car,16.22,No
64,car,6.36,No
64,car,10.06,No
64,car,14.23,No
64,car,131.2,Yes
65,car,6.36,No
65,car,9.0,No
65,car,9.0,No
65,truck,51.31,No
65,car,51.31,No
65,car,4.5,No
65,car,22.5,No
65,car,16.22,No
65,car,4.5,No
65,car,4.5,No
65,car,4.5,No
65,car,146.92,Yes
65,car,9.0,No
66,car,4.5,No
66,car,6.36,No
66,car,10.06,No
66,truck,34.27,No
66,car,44.55,No
66,car,10.06,No
66,car,25.46,No
66,car,19.09,No
66,car,4.5,No
66,car,6.36,No
66,car,164.79,Yes
66,car,10.06,No
67,car,4.5,No
67,car,4.5,No
67,car,14.23,No
67,truck,26.24,No
67,car,54.93,No
67,car,9.0,No
67,car,28.81,No
67,car,10.06,No
67,car,4.5,No
67,car,4.5,No
67,car,255.87,Yes
67,car,9.0,No
68,car,10.06,No
68,car,10.06,No
68,car,10.06,No
68,truck,35.15,No
68,car,47.84,No
68,car,6.36,No
68,car,22.5,No
68,car,14.23,No
68,car,14.23,No
68,car,14.23,No
68,car,165.59,Yes
68,car,10.06,No
69,car,4.5,No
69,car,9.0,No
69,car,10.06,No
69,truck,42.45,No
69,car,54.19,No
69,car,10.06,No
69,car,16.22,No
69,car,12.73,No
69,car,6.36,No
69,car,4.5,No
69,car,144.07,Yes
69,car,0.0,No
70,car,4.5,No
70,car,6.36,No
70,car,10.06,No
70,truck,31.82,No
70,car,54.93,No
70,car,12.73,No
70,car,22.5,No
70,car,18.55,No
70,car,12.73,No
70,car,4.5,No
70,car,143.51,Yes
70,car,4.5,No
71,car,12.73,No
71,car,12.73,No
71,car,4.5,No
71,truck,34.27,No
71,car,64.9,Yes
71,car,10.06,No
71,car,16.22,No
71,car,22.5,No
71,car,13.5,No
71,car,18.0,No
71,car,149.59,Yes
71,car,9.0,No
72,car,6.36,No
72,car,4.5,No
72,car,16.22,No
72,truck,31.5,No
72,car,60.54,Yes
72,car,14.23,No
72,car,16.22,No
72,car,14.23,No
72,car,12.73,No
72,car,14.23,No
72,car,136.86,Yes
72,car,4.5,No
73,car,4.5,No
73,car,10.06,No
73,car,10.06,No
73,car,63.96,Yes
73,car,6.36,No
73,car,16.22,No
73,car,16.22,No
73,car,4.5,No
73,car,13.5,No
73,car,124.14,Yes
73,car,12.73,No
74,car,4.5,No
74,car,6.36,No
74,car,6.36,No
74,car,63.96,Yes
74,car,14.23,No
74,car,25.46,No
74,car,10.06,No
74,car,6.36,No
74,car,12.73,No
74,car,105.05,Yes
74,car,10.06,No
75,car,6.36,No
75,car,4.5,No
75,car,9.0,No
75,car,77.42,Yes
75,car,4.5,No
75,car,16.22,No
75,car,16.22,No
75,car,4.5,No
75,car,4.5,No
75,car,105.44,Yes
75,car,6.36,No
76,car,6.36,No
76,car,10.06,No
76,car,10.06,No
76,car,82.98,Yes
76,car,12.73,No
76,car,12.73,No
76,car,16.22,No
76,car,18.55,No
76,car,10.06,No
76,car,133.57,Yes
76,car,10.06,No
77,car,10.06,No
77,car,4.5,No
77,car,6.36,No
77,car,73.81,Yes
77,car,14.23,No
77,car,19.09,No
77,car,10.06,No
77,car,6.36,No
77,car,6.36,No
77,car,79.61,Yes
77,car,6.36,No
78,car,6.36,No
78,car,10.06,No
78,car,4.5,No
78,car,80.12,Yes
78,car,10.06,No
78,car,16.22,No
78,car,10.06,No
78,car,10.06,No
78,car,12.73,No
78,car,80.12,Yes
78,car,6.36,No
79,car,6.36,No
79,car,0.0,No
79,car,10.06,No
79,car,82.98,Yes
79,car,6.36,No
79,car,22.5,No
79,car,12.73,No
79,car,6.36,No
79,car,0.0,No
79,car,73.25,Yes
79,car,6.36,No
80,car,0.0,No
80,car,4.5,No
80,car,10.06,No
80,car,93.64,Yes
80,car,9.0,No
80,car,18.55,No
80,car,10.06,No
80,car,6.36,No
80,car,10.06,No
80,car,76.37,Yes
80,car,10.06,No
81,car,6.36,No
81,car,4.5,No
81,car,4.5,No
81,car,90.0,Yes
81,car,12.73,No
81,car,12.73,No
81,car,10.06,No
81,car,14.23,No
81,car,10.06,No
81,car,66.9,Yes
81,car,4.5,No
82,car,6.36,No
82,car,12.73,No
82,car,10.06,No
82,car,103.6,Yes
82,car,6.36,No
82,car,20.12,No
82,car,16.22,No
82,car,12.73,No
82,car,10.06,No
82,truck,56.38,No
82,car,16.22,No
83,car,4.5,No
83,car,6.36,No
83,car,4.5,No
83,car,108.93,Yes
83,car,10.06,No
83,car,16.22,No
83,car,12.73,No
83,car,4.5,No
83,car,10.06,No
83,truck,82.61,Yes
83,car,4.5,No
84,car,4.5,No
84,car,4.5,No
84,car,6.36,No
84,car,111.78,Yes
84,car,16.22,No
84,car,16.22,No
84,car,14.23,No
84,car,10.06,No
84,car,4.5,No
84,car,66.9,Yes
84,car,16.22,No
84,truck,4.5,No
85,car,4.5,No
85,car,6.36,No
85,car,9.0,No
85,car,123.57,Yes
85,car,9.0,No
85,car,10.06,No
85,car,10.06,No
85,car,10.06,No
85,car,6.36,No
85,car,64.9,Yes
85,car,12.73,No
85,truck,4.5,No
86,car,6.36,No
86,car,4.5,No
86,car,9.0,No
86,car,131.43,Yes
86,car,10.06,No
86,car,10.06,No
86,car,10.06,No
86,car,13.5,No
86,car,10.06,No
86,car,63.64,Yes
86,car,9.0,No
86,truck,4.5,No
87,car,13.5,No
87,car,6.36,No
87,car,137.75,Yes
87,car,10.06,No
87,car,14.23,No
87,car,6.36,No
87,car,10.06,No
87,car,14.23,No
87,car,54.19,No
87,car,14.23,No
87,truck,4.5,No
88,car,4.5,No
88,car,6.36,No
88,car,147.61,Yes
88,car,4.5,No
88,car,19.09,No
88,car,10.06,No
88,car,16.22,No
88,car,12.73,No
88,car,47.84,No
88,car,6.36,No
88,truck,4.5,No
89,car,9.0,No
89,car,10.06,No
89,car,136.86,Yes
89,car,14.23,No
89,car,22.5,No
89,car,10.06,No
89,car,12.73,No
89,car,18.55,No
89,car,50.91,No
89,car,12.73,No
89,truck,0.0,No
90,car,0.0,No
90,car,4.5,No
90,car,102.62,Yes
90,car,12.73,No
90,car,6.36,No
90,car,12.73,No
90,car,12.73,No
90,car,4.5,No
90,car,47.84,No
90,car,6.36,No
90,truck,0.0,No
91,car,6.36,No
91,car,105.05,Yes
91,car,9.0,No
91,car,14.23,No
91,car,10.06,No
91,car,12.73,No
91,car,10.06,No
91,car,44.55,No
91,car,6.36,No
91,truck,6.36,No
92,car,0.0,No
92,car,105.92,Yes
92,car,14.23,No
92,car,14.23,No
92,car,10.06,No
92,car,12.73,No
92,car,4.5,No
92,car,38.18,No
92,car,10.06,No
92,truck,6.36,No
93,car,4.5,No
93,car,140.94,Yes
93,car,12.73,No
93,car,16.22,No
93,car,10.06,No
93,car,12.73,No
93,car,10.06,No
93,car,47.84,No
93,car,10.06,No
93,truck,6.36,No
94,car,4.5,No
94,car,6.36,No
94,car,12.73,No
94,car,14.23,No
94,car,10.06,No
94,car,4.5,No
94,car,41.49,No
94,car,14.23,No
94,truck,4.5,No
95,car,9.0,No
95,car,10.06,No
95,car,12.73,No
95,car,10.06,No
95,car,10.06,No
95,car,4.5,No
95,car,50.91,No
95,car,12.73,No
95,truck,4.5,No
96,car,4.5,No
96,car,13.5,No
96,car,10.06,No
96,car,4.5,No
96,car,16.22,No
96,car,10.06,No
96,car,35.15,No
96,car,10.06,No
96,truck,14.23,No
97,car,14.23,No
97,car,10.06,No
97,car,14.23,No
97,car,10.06,No
97,car,12.73,No
97,car,10.06,No
97,car,31.82,No
97,car,10.06,No
97,truck,4.5,No
98,car,10.06,No
98,car,10.06,No
98,car,4.5,No
98,car,20.12,No
98,car,14.23,No
98,car,41.49,No
98,car,10.06,No
98,truck,6.36,No
99,car,12.73,No
99,car,12.73,No
99,car,6.36,No
99,car,14.23,No
99,car,6.36,No
99,car,36.28,No
99,car,9.0,No
99,truck,4.5,No
100,car,12.73,No
100,car,10.06,No
100,car,6.36,No
100,car,14.23,No
100,car,10.06,No
100,car,36.28,No
100,car,16.22,No
100,truck,4.5,No
101,car,16.22,No
101,car,12.73,No
101,car,14.23,No
101,car,12.73,No
101,car,6.36,No
101,car,35.15,No
101,car,13.5,No
101,truck,0.0,No
101,truck,125.11,Yes
102,car,9.0,No
102,car,10.06,No
102,car,10.06,No
102,car,20.12,No
102,car,6.36,No
102,car,28.81,No
102,car,16.22,No
102,truck,4.5,No
102,truck,143.51,Yes
103,car,9.0,No
103,truck,12.73,No
103,car,10.06,No
103,car,12.73,No
103,car,6.36,No
103,car,26.24,No
103,car,10.06,No
103,truck,0.0,No
103,truck,137.75,Yes
103,truck,24.23,No
104,car,14.23,No
104,car,12.73,No
104,car,10.06,No
104,car,16.22,No
104,car,6.36,No
104,car,35.15,No
104,car,9.0,No
104,truck,0.0,No
104,truck,118.12,Yes
104,truck,4.5,No
105,car,14.23,No
105,car,12.73,No
105,car,6.36,No
105,car,16.22,No
105,car,12.73,No
105,car,25.46,No
105,car,19.09,No
105,truck,27.0,No
105,truck,102.02,Yes
105,truck,12.73,No
106,car,14.23,No
106,car,12.73,No
106,car,10.06,No
106,car,26.24,No
106,car,10.06,No
106,car,31.82,No
106,car,16.22,No
106,truck,27.0,No
106,truck,114.99,Yes
106,truck,10.06,No
106,car,0.0,No
107,car,16.22,No
107,car,12.73,No
107,car,4.5,No
107,car,16.22,No
107,car,10.06,No
107,car,28.81,No
107,car,14.23,No
107,truck,4.5,No
107,truck,99.1,Yes
107,truck,6.36,No
107,car,6.36,No
108,car,16.22,No
108,car,9.0,No
108,car,6.36,No
108,car,14.23,No
108,car,12.73,No
108,car,25.46,No
108,car,12.73,No
108,truck,13.5,No
108,truck,89.32,Yes
108,truck,4.5,No
109,car,16.22,No
109,car,10.06,No
109,car,10.06,No
109,car,19.09,No
109,car,9.0,No
109,car,22.5,No
109,car,6.36,No
109,bus,10.06,No
109,truck,83.7,Yes
109,truck,9.0,No
110,car,16.22,No
110,car,6.36,No
110,car,10.06,No
110,car,28.81,No
110,car,19.09,No
110,car,35.15,No
110,car,12.73,No
110,bus,10.06,No
110,truck,92.33,Yes
111,car,13.5,No
111,car,10.06,No
111,car,6.36,No
111,car,20.12,No
111,car,9.0,No
111,car,20.12,No
111,car,14.23,No
111,bus,6.36,No
111,truck,82.98,Yes
111,truck,54.19,No
112,car,10.06,No
112,car,12.73,No
112,car,4.5,No
112,car,25.46,No
112,car,10.06,No
112,car,28.81,No
112,car,13.5,No
112,truck,67.5,Yes
112,truck,45.22,No
113,car,13.5,No
113,car,4.5,No
113,car,10.06,No
113,car,20.12,No
113,car,16.22,No
113,car,28.81,No
113,car,20.12,No
113,truck,76.63,Yes
113,truck,64.9,Yes
114,car,10.06,No
114,car,9.0,No
114,car,6.36,No
114,car,22.5,No
114,car,18.55,No
114,car,19.09,No
114,car,16.22,No
114,truck,63.96,Yes
114,truck,61.21,Yes
114,car,6.36,No
115,car,16.22,No
115,car,13.5,No
115,car,6.36,No
115,car,22.95,No
115,car,10.06,No
115,car,20.12,No
115,car,16.22,No
115,truck,73.25,Yes
115,truck,54.19,No
116,car,19.09,No
116,car,12.73,No
116,car,6.36,No
116,car,20.12,No
116,car,14.23,No
116,car,19.09,No
116,car,10.06,No
116,truck,52.48,No
116,truck,41.49,No
116,car,4.5,No
117,car,16.22,No
117,car,4.5,No
117,car,4.5,No
117,car,28.81,No
117,car,10.06,No
117,car,20.12,No
117,car,12.73,No
117,truck,60.54,Yes
117,truck,36.28,No
117,car,4.5,No
118,car,16.22,No
118,car,10.06,No
118,car,10.06,No
118,car,26.24,No
118,car,16.22,No
118,car,19.09,No
118,car,20.12,No
118,truck,54.19,No
118,truck,60.37,Yes
118,car,6.36,No
119,car,16.22,No
119,car,10.06,No
119,car,6.36,No
119,car,26.24,No
119,car,14.23,No
119,car,19.09,No
119,car,12.73,No
119,truck,63.64,Yes
119,truck,31.82,No
119,car,0.0,No
119,car,13.5,No
119,car,6.36,No
120,car,9.0,No
120,car,9.0,No
120,car,4.5,No
120,car,28.81,No
120,car,12.73,No
120,car,28.81,No
120,car,20.12,No
120,truck,48.67,No
120,truck,22.95,No
120,car,0.0,No
120,car,25.46,No
120,car,22.5,No
121,car,20.12,No
121,car,10.06,No
121,car,6.36,No
121,car,32.45,No
121,car,10.06,No
121,car,26.24,No
121,car,12.73,No
121,truck,54.93,No
121,truck,32.76,No
121,car,10.06,No
121,car,12.73,No
121,car,19.09,No
122,car,16.22,No
122,car,10.06,No
122,car,0.0,No
122,car,26.24,No
122,car,14.23,No
122,car,20.12,No
122,car,16.22,No
122,truck,47.84,No
122,truck,26.24,No
122,car,4.5,No
122,car,9.0,No
122,car,6.36,No
123,car,16.22,No
123,car,14.23,No
123,car,4.5,No
123,car,38.71,No
123,car,12.73,No
123,car,16.22,No
123,car,14.23,No
123,truck,44.55,No
123,truck,47.84,No
123,car,9.0,No
123,truck,4.5,No
123,car,4.5,No
124,car,16.22,No
124,car,6.36,No
124,car,10.06,No
124,car,28.81,No
124,car,12.73,No
124,car,16.22,No
124,car,16.22,No
124,truck,47.84,No
124,truck,48.67,No
124,car,10.06,No
124,car,4.5,No
124,car,16.22,No
125,car,18.55,No
125,car,4.5,No
125,car,10.06,No
125,car,36.28,No
125,car,22.5,No
125,car,26.24,No
125,car,19.09,No
125,truck,51.31,No
125,truck,48.47,No
125,car,6.36,No
125,car,9.0,No
126,car,10.06,No
126,car,18.0,No
126,car,4.5,No
126,car,32.45,No
126,car,22.5,No
126,car,6.36,No
126,car,16.22,No
126,truck,40.25,No
126,truck,52.67,No
126,car,10.06,No
127,car,20.12,No
127,car,6.36,No
127,car,10.06,No
127,car,38.71,No
127,car,16.22,No
127,car,10.06,No
127,car,25.46,No
127,truck,41.49,No
127,truck,31.82,No
127,car,13.5,No
127,car,6.36,No
128,car,20.12,No
128,car,10.06,No
128,car,0.0,No
128,car,38.71,No
128,car,16.22,No
128,car,12.73,No
128,car,19.09,No
128,truck,35.15,No
128,truck,45.0,No
128,car,6.36,No
128,car,13.5,No
129,car,19.09,No
129,car,6.36,No
129,car,4.5,No
129,car,38.71,No
129,car,16.22,No
129,car,22.5,No
129,car,20.12,No
129,truck,41.49,No
129,truck,25.46,No
129,car,10.06,No
129,car,6.36,No
130,car,24.23,No
130,car,10.06,No
130,car,4.5,No
130,car,47.84,No
130,car,14.23,No
130,car,20.12,No
130,car,22.5,No
130,truck,36.28,No
130,truck,42.45,No
130,car,6.36,No
130,car,10.06,No
131,car,20.12,No
131,car,9.0,No
131,car,46.33,No
131,car,24.23,No
131,car,16.22,No
131,car,16.22,No
131,truck,41.49,No
131,truck,36.28,No
131,car,0.0,No
131,car,10.06,No
132,car,12.73,No
132,car,6.36,No
132,car,46.33,No
132,car,22.5,No
132,car,16.22,No
132,car,22.5,No
132,truck,32.45,No
132,truck,32.45,No
132,car,6.36,No
132,car,4.5,No
132,car,9.0,No
133,car,26.24,No
133,car,4.5,No
133,car,48.67,No
133,car,22.5,No
133,car,16.22,No
133,car,22.5,No
133,truck,28.81,No
133,truck,28.81,No
133,car,4.5,No
133,car,14.23,No
133,car,103.6,Yes
133,car,22.5,No
134,car,20.12,No
134,car,4.5,No
134,car,45.0,No
134,car,28.81,No
134,car,14.23,No
134,car,22.5,No
134,truck,35.15,No
